Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2015,Micronesia,..,..,..,12,..,..,..,..,..,..,..,150,..,..,..,..,352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2134,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,451,..,..,..,..,..,..,..,..,..,..,..,222,..,..,..,..,..,..,1445,..,..,..,675,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,184,..,..,..,..,..,6243,..,..,..,..,..,..,..,..,740,101,..,..,55,..,..,..,..,1283,..,..,..,1137,..,..,..,..,22547,..,..,2407,..,2097,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,99,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,325,..,..,..,4,..,11349,..,..,..,..,..,184,..,..,..,..,..
2015,Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1110,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1084,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121,..,..,..,..,..,5488,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1143,..,..,..,748,..,..,..,..,15107,..,..,2038,..,1399,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9547,..,..,..,..,..,184,..,..,..,..,..
2015,Kiribati,..,..,..,..,..,..,..,..,..,..,..,46,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,740,..,..,..,36,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165,..,..,..,4,..,29,..,..,..,..,..,..,..,..,..,..,..
2015,Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,169,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,311,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,876,..,..,..,..,..,..,..,..,..,..,..
2015,Micronesia (Fed. States of),..,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,..,148,..,..,..,..,68,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,94,..,..,..,..,..,..,..,..,..,..,..
2015,Nauru,..,..,..,..,..,..,..,..,..,..,..,104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,261,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,222,..,..,..,..,..,..,..,..,..,..,506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,230,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,..,..,..,440,..,..,..,..,..,..,..,..,..,101,..,..,..,..,..,..,..,..,..,..,..,241,..,..,..,..,5260,..,..,369,..,631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,646,..,..,..,..,..,..,..,..,..,..,..
2015,Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,322,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,..,..,..,..,..,..,..,..,1741,..,..,..,..,39,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157,..,..,..,..,..,..,..,..,..,..,..
2015,Polynesia,..,..,432,812,..,..,..,..,..,..,..,448,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..,..,..,863,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,687,..,12375,..,66,..,..,..,277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,149,10,..,..,..,..,..,117,..,104,..,..,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49,..,..,..,..,..,..,..,..,..,..,2,..,15,1961,2545,..,..,..,17,..,..,..,..,..,..,24,..,..,622,..,..,..,..,151,..,..,..,..,..,..,..,..,..,..,8158,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,61,..,..,..,..,..,..,106,..,..,..,..,..,..,60,775,..,..,..,..,..,115,..,..,..,167,..,1720,..,..,..,255,..,107,11,..,..,..,..
2015,American Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,416,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,366,..,..,..,..,..,..,..,..,..,..,..,..,..,622,..,..,..,..,151,..,..,..,..,..,..,..,..,..,..,7935,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,675,..,..,..,..,..,..,..,..,..,..,..,1267,..,..,..,..,..,107,..,..,..,..,..
2015,Cook Islands,..,..,..,..,..,..,..,..,..,..,..,189,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57,..,..,..,39,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,..,1262,..,..,..,14,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,..,20,..,..,..,..,..,..,..,..,..,..,..
2015,French Polynesia,..,..,432,..,..,..,..,..,..,..,..,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90,..,..,..,..,..,..,306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,..,12055,..,..,..,..,..,252,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,10,..,..,..,..,..,117,..,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1085,59,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61,..,..,..,..,..,..,106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82,..,235,..,..,..,118,..,..,11,..,..,..,..
2015,Niue,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,48,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..
2015,Samoa,..,..,..,812,..,..,..,..,..,..,..,184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,46,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,..,8,..,..,..,..,..,25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,703,..,..,..,3,..,..,..,..,..,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,38,..,..,..,..,..,39,..,..,..,18,..,174,..,..,..,10,..,..,..,..,..,..,..
2015,Tokelau,..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Tonga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,341,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120,..,..,..,..,..,..,..,..,52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..
2015,Wallis and Futuna Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,312,..,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49,..,..,..,..,..,..,..,..,..,..,..,..,..,876,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127,..,..,..,..,..,..,..
2017,WORLD,2544670,580344,976203,1081,3621,314410,1209,22984,474796,510514,7774,253043,266764,619977,17566,30236,4953903,45488,630811,254916,26627,333523,8068,22636,387105,800916,47435,671725,2093,26705,537722,827680,218121,103718,500191,162838,516649,4374,613,352829,130362,7891,297597,4589075,554653,65986,1249848,57413,127106,10914,61500,411668,427727,727012,4664,79652,419010,57440,806910,124541,8120,29825,600823,535545,2249482,775734,45600,317663,88745,426933,6972,427,102107,114749,1068275,1860,761,33382,51963,414814,1934294,452691,5296,481236,8767,28958,4306,991,555667,238297,51548,225177,664715,81,302173,309324,20699,10835310,2361809,629413,907050,361471,4355,180064,1588733,479012,379520,478978,1907088,235562,2421,127855,366840,602939,165307,485654,168151,126945,85202,1789,264205,29520,68599,205251,852004,1322,599761,51436,3674,6283,74264,76155,3272,6909042,10337,13980,32065,64116,7604,1547792,387390,1620340,88328,1165,1061996,513709,3096,422296,305505,217370,678386,2691,1387,87731,10970,3886885,1348,72781,2165,375473,643010,2621139,2199805,1166176,944728,12242,1212842,455074,1141,1642074,4655447,279462,1483,16986,22980,219,28347,57524,919,37322,154705,345382,467676,18582,78725,156587,12639,161156,63962,1907,1035586,438161,846318,609615,988650,1981628,1075960,122718,48309,154487,313448,3532725,331991,259576,319978,21150,228257,1168,29714,156744,436349,1783850,116567,788,1785,359724,2694148,76965,2449446,161167,1527889,1923,169896,1027882,4455,285367,1342913,3930,102234,785984,126931,595435
2017,More developed regions,286920,577684,928540,266,3571,109660,349,16680,303842,413128,5371,198041,246303,514121,16877,5423,393636,42738,564847,233397,23405,17854,7922,4537,120051,799109,2734,492894,228,6697,318187,17026,12973,68026,153685,99347,440223,2358,541,9054,6238,7849,151016,2598079,337111,11434,585818,17300,52252,10892,46063,86704,425092,682084,321,70251,414463,17915,97645,116622,4859,20296,550414,488527,348091,745220,8032,83273,87307,189528,6972,395,100603,111931,760539,47,384,11776,42603,355307,1570309,242570,5217,418599,8502,24105,306,67,506007,50748,24276,194184,408001,81,269731,300236,20170,2476585,191844,571983,456826,350374,4353,141049,1395569,464144,268941,82607,1874324,169644,1085,48781,351531,143652,161867,302811,669,51976,46673,1711,258143,29346,50942,8805,175653,555,67897,51163,3484,352,20558,65042,..,6871334,3947,13658,17156,63969,6064,1451070,39003,98538,2885,373,129834,450942,984,406366,143762,6466,368309,2651,32,74399,4025,800943,151,61125,1710,35492,384280,1393843,2139786,959084,932224,4087,1011777,441419,287,1581924,2794372,13711,982,11377,16787,153,21020,49154,905,8495,86329,206840,462664,17830,45399,84496,11598,160127,63137,1264,204862,339930,2641,436953,388694,36505,66998,103171,1429,146118,291214,211977,312465,182295,203130,7885,31714,1109,27495,148969,413271,1684519,107752,116,1110,64309,2376958,29568,2196139,64052,610327,74,76473,785252,1159,223385,1152205,..,297,37514,32241,116557
2017,Less developed regions,2257750,2660,47663,815,50,204750,860,6304,170954,97386,2403,55002,20461,105856,689,24813,4560267,2750,65964,21519,3222,315669,146,18099,267054,1807,44701,178831,1865,20008,219535,810654,205148,35692,346506,63491,76426,2016,72,343775,124124,42,146581,1990996,217542,54552,664030,40113,74854,22,15437,324964,2635,44928,4343,9401,4547,39525,709265,7919,3261,9529,50409,47018,1901391,30514,37568,234390,1438,237405,..,32,1504,2818,307736,1813,377,21606,9360,59507,363985,210121,79,62637,265,4853,4000,924,49660,187549,27272,30993,256714,..,32442,9088,529,8358725,2169965,57430,450224,11097,2,39015,193164,14868,110579,396371,32764,65918,1336,79074,15309,459287,3440,182843,167482,74969,38529,78,6062,174,17657,196446,676351,767,531864,273,190,5931,53706,11113,3272,37708,6390,322,14909,147,1540,96722,348387,1521802,85443,792,932162,62767,2112,15930,161743,210904,310077,40,1355,13332,6945,3085942,1197,11656,455,339981,258730,1227296,60019,207092,12504,8155,201065,13655,854,60150,1861075,265751,501,5609,6193,66,7327,8370,14,28827,68376,138542,5012,752,33326,72091,1041,1029,825,643,830724,98231,843677,172662,599956,1945123,1008962,19547,46880,8369,22234,3320748,19526,77281,116848,13265,196543,59,2219,7775,23078,99331,8815,672,675,295415,317190,47397,253307,97115,917562,1849,93423,242630,3296,61982,190708,3930,101937,748470,94690,478878
2017,Least developed countries,2,7,9213,..,4,122134,..,2485,690,8,..,1070,319,4,6,16676,1077,10,..,438,1,49828,..,14537,2,1,638,8748,..,..,2,39778,197957,34686,12687,20270,1515,..,..,197097,55216,..,475,129275,73,..,2414,7578,47444,..,313,305236,12,2572,..,3,..,898,586947,187,2006,4,2962,1,17253,2,6208,211210,..,59890,..,..,472,4,31182,..,..,19026,9229,..,2802,55609,..,30,..,..,..,..,..,129418,22571,..,13,..,162,..,..,215089,87422,4,5195,4,..,7,2971,..,8364,1,..,51769,161,17,..,48897,12,2530,3793,8202,1817,1,..,..,4544,53707,112843,..,183919,..,3,..,42852,135,..,297,1,..,..,..,..,2393,39594,112856,3601,778,22116,255,146,362,3,97689,123025,..,..,7913,..,53622,5,..,356,..,455,618,..,58672,1574,..,432,2,455,4,725,244732,..,..,..,..,19,28,..,24975,886,86871,1,71,28646,5437,..,..,43,69,461091,32888,781484,2588,75,2044,524225,..,54,122,642,1631,1701,..,25093,..,34350,..,568,..,431,26,..,..,171,132230,6,38,22059,64692,32470,..,257,85,37,2928,44958,..,14891,4688,26605,37126
2017,"Less developed regions, excluding least developed countries",2257748,2653,38450,815,46,82616,860,3819,170264,97378,2403,53932,20142,105852,683,8137,4559190,2740,65964,21081,3221,265841,146,3562,267052,1806,44063,170083,1865,20008,219533,770876,7191,1006,333819,43221,74911,2016,72,146678,68908,42,146106,1861721,217469,54552,661616,32535,27410,22,15124,19728,2623,42356,4343,9398,4547,38627,122318,7732,1255,9525,47447,47017,1884138,30512,31360,23180,1438,177515,..,32,1032,2814,276554,1813,377,2580,131,59507,361183,154512,79,62607,265,4853,4000,924,49660,58131,4701,30993,256701,..,32280,9088,529,8143636,2082543,57426,445029,11093,2,39008,190193,14868,102215,396370,32764,14149,1175,79057,15309,410390,3428,180313,163689,66767,36712,77,6062,174,13113,142739,563508,767,347945,273,187,5931,10854,10978,3272,37411,6389,322,14909,147,1540,94329,308793,1408946,81842,14,910046,62512,1966,15568,161740,113215,187052,40,1355,5419,6945,3032320,1192,11656,99,339981,258275,1226678,60019,148420,10930,8155,200633,13653,399,60146,1860350,21019,501,5609,6193,66,7308,8342,14,3852,67490,51671,5011,681,4680,66654,1041,1029,782,574,369633,65343,62193,170074,599881,1943079,484737,19547,46826,8247,21592,3319117,17825,77281,91755,13265,162193,59,1651,7775,22647,99305,8815,672,504,163185,317184,47359,231248,32423,885092,1849,93166,242545,3259,59054,145750,3930,87046,743782,68085,441752
