Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2017,Belgium,858,"2,152","4,246",..,..,"1,385",..,..,286,"3,002",..,425,"1,509",401,1,1,416,4,"1,011",..,..,215,..,30,186,927,10,"3,635",..,..,"7,343",268,"1,034",108,170,"4,245","1,646",..,..,52,78,..,581,"5,323",..,..,957,..,374,..,68,"1,007",487,442,..,189,"1,821",6,"10,541","1,757",236,19,414,"1,758",434,60,12,67,544,372,..,..,8,"2,097","82,031",..,..,157,98,956,"22,433","1,737",..,"8,237",..,..,..,..,73,"2,079",31,15,124,..,43,"2,379",115,"3,155",964,"2,243","1,340","2,054",..,706,"84,793",76,"2,761",157,"1,349",336,..,3,698,81,713,817,10,169,66,10,"1,004","2,208",377,14,242,..,162,194,..,..,201,484,..,634,..,5,263,69,..,"46,380",25,31,10,..,715,"69,718",..,140,35,461,"1,555",..,..,755,4,"1,742",..,31,1,106,738,"2,623","25,233","17,861",..,..,475,639,..,"14,256","8,016","2,088",..,..,..,..,..,..,6,8,17,732,"1,296",13,300,146,..,"2,474",503,..,414,469,..,"25,154",288,144,164,149,..,"2,694","1,170",825,35,"1,812","2,986",..,"1,119",..,..,..,"1,715","22,186",7,..,..,135,"2,213",..,"12,497",103,"6,454",..,46,922,..,278,840,..,..,22,81,67
2017,France,"2,207","3,271","671,245",1,575,"10,679",3,47,"7,654","11,204",7,"4,744","8,923","2,183",28,91,"1,880",43,"2,200","95,288",8,"9,903",77,35,"1,900","7,488",23,"36,475",..,35,"10,536","4,261","1,095","12,830","33,372","51,301","14,787",56,..,"8,883","3,435",..,"7,903","66,840",299,9,"16,274","20,183","34,976",3,442,"50,409","5,071","2,974",..,564,"5,935",38,"41,901","4,346","3,323","4,494","2,435","2,783","11,717",697,234,429,600,"5,688",3,..,96,"3,008",..,..,..,"11,043",974,"4,152","153,792","3,395",51,"7,065",11,..,..,..,"1,638","14,403","1,342","2,932","44,010",..,362,"5,300",252,"26,442","3,348","11,091","2,770","6,594",11,"4,919","200,162",336,"15,760",497,"1,572","1,259",4,309,520,"22,515","1,634","21,043",20,328,"1,172",13,"1,607","7,964","76,392",57,"1,534",2,"31,036",287,..,..,"6,293","27,933",..,"8,337",..,"13,180",843,714,5,"450,783",751,240,99,..,751,"24,280",..,"1,067",442,"2,745","2,758",..,..,"2,804",47,"9,482",..,315,13,602,"7,273","11,584","72,113","361,520",27,85,"13,086","3,259",..,"49,013","42,495","3,547",1,3,"3,403",..,22,13,114,138,"1,194","52,737","44,257",445,715,"1,384",..,"2,759","1,515",1,"1,017","3,225",..,"178,163","23,595",426,"1,287","14,827",15,"7,289","58,048","7,282",144,"2,369","12,173",..,"11,674",..,56,307,"176,058","144,397",124,3,1,356,"11,156",359,"97,017",387,"32,240",..,"1,388",663,534,"4,016","70,887",..,11,278,199,417
2017,Germany,"43,591","8,606","6,744",..,..,..,..,..,"9,620","6,526",..,"6,511","132,141","9,443",..,..,"2,592",..,"16,673","17,550",..,627,..,..,"2,890","99,571",..,"41,720",..,..,"53,707",458,314,..,"1,425","8,467","9,788",..,..,..,87,..,"8,199","54,361",..,..,"13,582",..,"2,056",..,"1,045","1,559","111,388","8,243",..,794,"307,453","1,934","4,113","14,266",..,..,"7,449","5,206","6,539",758,..,"7,500","7,044","10,292",..,..,..,"11,677","78,107",..,..,208,"1,119","13,671",..,"14,971",..,"97,609",..,..,..,..,"1,129","1,260",..,..,846,..,907,"82,154",837,"25,678","11,223","58,074","44,090","5,126",..,"5,200","156,967","1,254","19,585","4,331","512,778","10,596",..,..,"42,790","1,794","17,478","30,744",..,626,"1,733",176,"31,502","10,301","1,053",..,"3,239",..,587,405,..,..,..,..,..,"10,849",..,..,..,11,..,"48,808",..,802,..,..,"1,669","66,427",..,"1,360",839,209,"8,866",..,..,"4,898",..,"18,354",..,414,..,"2,827","11,908","40,404","1,016,388","45,401",..,..,"18,185","12,451",..,"310,739","583,099",610,..,..,..,..,..,..,..,..,"1,493","1,354","53,450",..,959,"1,679",..,"25,275","21,143",..,"2,908","9,470",..,"51,968","21,620",..,..,..,..,"11,113","44,762","21,248","14,589",..,"62,467",..,"5,450",..,..,558,"13,112","785,010","3,533",..,..,"1,425","152,780",..,"40,526",..,"59,459",..,"1,802","22,197",..,"4,996","58,831",..,..,791,584,..
2017,Liechtenstein,..,..,..,..,..,..,..,..,16,..,..,..,"2,313",..,..,..,..,..,..,22,..,..,..,..,..,187,..,119,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,28,..,..,..,..,..,65,..,..,..,40,..,..,8,..,..,51,..,..,..,..,..,2,..,..,..,..,4,63,..,..,..,..,..,981,..,..,21,..,..,..,..,..,..,..,..,..,..,..,42,1,11,..,..,..,9,..,..,334,..,..,..,..,..,..,..,..,21,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,1,..,..,..,..,..,..,..,44,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,36,46,209,..,..,..,..,..,23,39,..,..,..,..,..,..,..,..,..,..,..,83,..,..,..,..,29,88,..,..,19,..,126,..,..,..,..,..,17,"6,545",..,..,49,69,..,..,..,..,..,9,308,..,..,..,..,31,..,34,..,66,..,..,..,..,..,..,..,..,..,..,..
2017,Luxembourg,..,128,46,..,..,..,..,..,16,..,..,37,579,..,..,..,12,..,37,"10,248",..,..,..,..,..,"1,078",..,179,..,..,609,..,..,797,..,34,111,..,..,..,..,..,24,486,..,..,15,..,..,..,..,..,179,13,..,32,637,..,44,"1,370",..,74,19,..,9,..,..,..,442,..,..,..,..,802,"19,982",..,..,..,..,..,"8,130",..,..,952,..,..,..,..,..,..,..,..,..,..,..,756,170,89,..,100,..,891,..,15,"10,565",..,141,..,..,..,..,..,..,..,433,18,..,..,..,..,413,..,..,..,13,..,..,115,..,..,..,34,..,18,..,..,..,"3,574",..,125,..,..,..,..,7,"2,351",..,7,..,..,..,..,..,74,..,..,..,..,..,..,56,137,"2,034","47,932",..,..,24,..,..,"1,210",261,13,..,..,..,..,..,..,..,..,..,13,"2,427",..,..,..,..,413,251,..,..,19,..,"2,161",..,..,..,..,..,"1,172",273,..,..,143,141,..,..,..,..,..,40,91,..,..,..,..,137,..,"3,095",..,473,..,..,..,..,13,88,..,..,..,..,..
2017,Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,684",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,974",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Netherlands,"16,468",826,"1,614",..,..,"2,263",17,22,"2,025",449,"2,090","5,790","3,980",399,28,74,871,40,206,"32,364",..,112,19,163,561,448,131,"11,831",..,310,"12,425",157,"1,212","6,739",484,"1,037","5,737","2,364",..,29,36,..,"1,894","37,086",..,..,"9,087",..,500,..,462,585,237,885,237,317,477,44,"2,651","2,236",71,42,"6,383","1,569","4,466",260,38,"2,925",762,"5,837",..,..,41,"2,316","15,090",..,..,54,253,180,"76,693","7,734",11,"6,639",..,30,..,..,408,"1,083",110,"1,591",727,..,332,"8,196",272,"12,853","74,036","14,347","19,093","2,877",..,"2,474","11,270",573,"3,704",511,168,"1,911",..,606,48,134,"2,187","1,714",61,762,304,..,"3,207",692,117,163,"2,187",..,89,217,..,..,34,229,..,"2,724",..,50,372,..,..,"86,906",351,476,161,..,880,..,..,"2,090",312,66,"3,460",..,..,"1,673",330,"5,573",..,179,74,147,"2,966","10,620","68,183","8,792",..,97,"4,550",93,..,"11,460","38,292",628,..,46,32,..,44,12,..,88,"1,117",408,73,60,"1,417","2,154","11,823",402,176,..,"13,905","7,983",..,"14,449","5,399",..,"1,786","106,224",52,"2,940","4,164","4,520",35,81,"11,842",..,476,..,..,364,"1,752","99,745",..,..,..,"1,009","1,007",549,"23,587",813,"15,031",..,353,114,..,"2,395","7,511",..,..,260,550,766
2017,Switzerland,"1,796","1,133","4,044",..,19,"3,415",..,53,"4,754",436,..,"4,191","41,121",329,63,152,677,37,917,"8,816",32,220,..,37,"2,075","30,525",32,"36,062",..,31,"4,124",305,349,"1,105","1,465","4,804","7,069",..,..,104,161,..,"4,179","11,453",..,..,"7,591",12,620,..,563,"1,708","12,400","1,912",..,171,"8,552",338,"3,548","3,526",51,269,"7,889","3,162","2,402",444,25,"3,845",422,"2,920",..,..,38,"4,045","82,104",..,..,170,93,423,"188,209","1,455",..,"4,376",..,26,..,..,606,380,113,93,"1,246",..,380,"9,778",209,"9,405","2,325","4,429","2,744","1,883",..,"1,789","120,963",470,"5,380",280,"1,428","2,067",..,221,335,563,"1,284","2,274",51,202,474,"1,570",905,"1,316","1,140",58,"1,374",14,200,173,..,..,48,"2,158",..,"4,187",..,147,535,"1,460",..,"10,241",683,138,163,..,413,"17,636",..,930,392,78,"1,132",..,..,"1,384",40,"1,671",..,274,116,632,"6,551","10,648","15,897","96,345",..,30,"2,452",917,..,"9,788","13,056",619,..,..,26,..,..,..,..,34,479,978,"87,983",170,142,"1,124",..,"8,090","2,382",..,"2,137","4,213",..,"32,100","21,064",66,497,69,69,"5,840",..,"1,520",103,"29,113","16,631",..,856,..,..,202,"3,907","40,541",66,..,..,465,"5,750",213,"23,100",490,"20,243",..,926,487,..,"2,423","6,938",..,..,209,202,598
2017,LATIN AMERICA AND THE CARIBBEAN,132,158,549,..,24,"4,098",766,"4,300","147,928",403,"3,085","2,102","3,856",4,659,7,24,"2,509",176,"3,722","3,326",12,64,1,"270,064",65,7,"126,617","2,293",162,945,26,3,915,87,115,"21,989","2,500",55,78,11,83,"155,207","56,489","2,112",6,"706,683",..,41,8,"15,877",125,"1,399","37,300","4,361",40,"2,217",507,86,956,..,"12,310","68,194","47,895","2,233","43,174",50,15,283,127,2,26,8,777,"92,039","2,489",3,3,5,75,"39,708",77,17,"1,995",257,"6,085","6,067",5,"53,779",35,388,"32,619","175,233",2,"36,382","2,746",214,"5,517",961,735,309,754,..,"3,360","143,698","20,569","39,037",680,59,139,37,66,4,594,347,"10,821",6,21,147,31,"1,021",121,53,7,205,12,44,21,..,"7,238",1,..,..,"33,080",4,112,5,157,"1,557","1,099","1,043",16,15,6,10,"15,097",2,450,"181,355",6,810,5,2,831,12,353,12,"11,211",2,"421,866","261,294","3,378","9,747","111,628","9,190",16,"17,673",269,805,"3,676","8,337",4,377,"6,344","7,473",49,"8,539",..,46,61,798,159,870,..,..,187,913,325,638,1,41,"13,717",..,"162,855",23,729,2,"22,419",9,"1,926","6,123","8,665",1,"1,068",492,60,8,..,167,"9,059",45,839,20,984,2,47,"4,649",14,"31,477",68,"650,504","1,307","94,914",35,111,"63,545",199,6,2,21,6,82
2017,Caribbean,..,50,165,..,..,40,744,"4,192","1,640",..,"2,634",181,161,..,575,3,..,"2,308",..,466,197,..,57,..,123,..,5,565,"2,293",..,114,..,3,3,60,12,"5,993","1,937",11,51,..,7,"1,039","3,161",58,..,"14,953",..,..,6,966,..,..,"12,097","4,209",..,119,..,..,25,..,"11,638","49,701",777,36,661,..,..,10,53,..,..,..,22,"58,172","2,081",..,..,..,..,"2,424",33,..,51,49,"5,854","5,028",..,624,..,..,"18,368","161,701",..,"1,615",47,..,"2,137",150,9,8,155,..,50,"2,373","19,516",565,45,5,37,..,..,..,..,..,497,..,..,..,..,..,..,..,..,16,..,..,12,..,"5,779",..,..,..,"2,755",..,..,..,..,"1,554",8,..,..,..,..,..,"9,392",..,43,807,..,325,..,..,31,..,64,..,"1,053",..,12,"2,079","2,204",98,898,"7,023",..,307,6,603,77,"1,609",..,51,"6,332","6,544",26,"8,272",..,..,..,3,..,40,..,..,..,877,..,..,..,..,103,..,"7,227",17,7,..,"2,472",7,46,"1,002",398,..,11,13,..,..,..,..,"6,869",..,23,..,984,..,9,483,..,"10,130",12,"126,900","1,303",451,..,..,"10,677",33,6,..,..,3,13
2017,Anguilla,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,237,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160,..,..,..,..,..,..,..,..,..,..,..,..,..,202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,321,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,280,..,329,267,..,..,..,..,..,..,..,..,..,..
2017,Antigua and Barbuda,..,..,..,..,..,..,20,..,..,..,2,3,..,..,1,..,..,127,..,..,6,..,5,..,..,..,..,..,50,..,..,..,..,..,..,..,229,6,..,..,..,..,..,70,..,..,..,..,..,..,..,..,..,11,11,..,..,..,..,..,..,"2,707","1,134",..,5,..,..,..,..,49,..,..,..,..,22,2,..,..,..,..,43,16,..,..,..,86,39,..,..,..,..,"3,650",17,..,3,..,..,40,..,..,..,..,..,..,36,"2,710",11,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,2,..,..,..,..,577,..,..,..,..,..,..,9,..,6,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,258,391,..,377,..,..,..,..,..,..,..,..,..,11,..,..,..,..,24,..,6,..,..,..,24,..,..,..,128,..,..,..,..,..,..,..,379,..,..,..,3,..,..,..,..,516,..,"1,340",374,..,..,..,20,..,..,..,..,..,..
2017,Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141,..,..,..,..,..,552,..,..,"6,254",..,..,..,..,..,..,..,"1,167",..,..,..,..,..,..,75,"2,830",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,194,..,..,..,..,..,154,"1,045",..,..,..,..,113,..,..,..,..,..,..,..,506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,233",..,..,58,..,..,..,..,..,..,..,..,..,..,..,561,515,..,82,..,..,..,..,..,..,..,..,..,..,..,..,87,..,..,..,..,..,..,..,..,..,332,..,..,..,..,..,..,..,..,..,..,714,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,313,..,..,..,..,"1,713",..,..,..,..,..,..
2017,Bahamas,..,..,..,..,..,..,..,8,39,..,..,42,20,..,..,..,..,89,..,12,30,..,25,..,..,..,5,65,3,..,5,..,..,..,..,..,743,..,10,..,..,..,20,76,14,..,82,..,..,..,34,..,..,287,..,..,..,..,..,9,..,41,124,15,13,5,..,..,10,..,..,..,..,..,53,..,..,..,..,..,156,9,..,33,..,19,..,..,19,..,..,785,"12,451",..,9,..,..,273,20,..,..,28,..,..,55,"5,447",28,..,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,23,..,17,4,..,80,..,..,8,..,..,..,36,..,..,183,599,13,3,..,..,..,..,..,4,47,..,..,21,40,..,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,23,17,..,..,..,7,15,221,..,..,..,..,..,..,..,..,219,..,..,..,961,..,9,14,..,879,..,"5,179",..,8,..,..,20,..,..,..,..,..,8
2017,Barbados,..,..,..,..,..,..,..,112,..,..,..,12,..,..,28,..,..,..,..,..,11,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,387,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,29,..,..,..,..,..,..,..,225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,251,..,..,..,..,..,"3,519",23,..,..,..,..,238,..,..,..,..,..,..,..,653,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,"1,319",..,"1,871",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,..,..,..,..,..,..,..,..,..,..,..,950,..,..,..,..,..,..,..,..,"1,424",..,560,..,..,..,..,..,..,..,..,..,..,..
2017,British Virgin Islands,..,..,..,..,..,..,..,447,..,..,..,19,..,..,19,..,..,70,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,701,901,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..,..,32,..,..,..,..,..,..,..,..,..,..,"1,161",..,..,..,..,..,19,..,..,..,..,..,..,..,"1,154",..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,268,..,..,..,..,..,..,..,..,709,313,..,"1,005",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155,..,..,..,..,..,..,..,..,373,..,974,..,..,..,..,..,..,..,..,..,..,..
2017,Caribbean Netherlands,..,..,..,..,..,..,5,11,..,..,421,..,..,..,15,..,..,11,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,28,..,..,..,..,..,..,5,5,..,375,..,..,..,..,..,..,28,"2,227",..,..,..,..,..,..,7,833,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,95,56,..,..,..,..,3,11,..,..,..,..,..,7,215,7,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,272",..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,3,..,..,..,..,..,..,..,..,19,..,..,3,..,..,..,..,..,..,..,..,..,183,..,..,..,..,..,..,7,..,..,..,265,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,208,..,..,..,..,262,..,..,..,..,..,..
2017,Cayman Islands,..,..,..,..,..,..,..,..,7,..,..,76,9,..,82,..,..,60,..,5,146,..,7,..,..,..,..,34,..,..,..,..,..,..,..,..,710,..,..,..,..,7,..,..,..,..,207,..,..,..,35,..,..,365,1,..,..,..,..,6,..,..,13,..,..,..,..,..,..,..,..,..,..,5,13,..,..,..,..,..,41,..,..,..,..,6,..,..,..,..,..,127,6,..,"1,075",..,..,124,..,3,..,114,..,9,10,"4,771",5,..,..,24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,19,..,..,..,..,..,..,..,..,..,..,..,5,..,17,218,..,..,..,..,..,..,36,..,58,..,..,9,819,..,..,24,..,..,..,..,..,..,..,..,..,5,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,15,..,..,..,..,..,..,17,..,..,..,5,..,..,..,..,153,..,..,..,..,..,..,..,..,941,12,"1,328",..,..,..,..,15,..,..,..,..,3,5
2017,Cuba,..,50,22,..,..,40,..,..,83,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,78,..,..,..,..,..,27,..,..,..,..,..,82,68,..,..,81,..,..,..,..,..,..,..,..,..,105,..,..,..,..,..,68,31,..,..,..,..,..,..,..,..,..,..,72,..,..,..,..,..,167,..,..,..,49,39,..,..,36,..,..,..,269,..,..,41,..,..,..,..,..,..,..,..,61,154,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,204,..,..,..,..,..,..,..,..,..,..,..,..,..,..,169,..,..,..,..,..,..,..,..,56,..,..,50,..,62,..,66,..,..,..,..,49,"1,272",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,444",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,417,..,20,..,280,..,..,..,..,95,..,..,..,..,..,..
2017,Curaçao,..,..,..,..,..,..,31,41,14,..,"1,097",..,..,..,41,..,..,160,..,50,..,..,..,..,..,..,..,..,84,..,..,..,..,..,..,..,31,"1,409",..,..,..,..,..,262,39,..,"3,212",..,..,..,..,..,..,123,..,..,..,..,..,..,..,89,"4,448",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61,..,..,..,..,1,54,..,..,..,..,269,906,..,..,..,..,249,95,..,..,..,..,..,6,940,70,..,..,..,..,..,..,..,..,86,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,"4,782",..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,479,11,..,..,..,..,..,..,..,..,141,..,..,246,..,..,..,..,..,..,..,..,..,289,..,..,..,..,..,..,13,..,..,..,"1,080",..,..,..,..,..,..,..,..,..,..,..,55,..,..,..,..,..,..,..,..,15,..,161,20,..,..,..,"1,058",..,..,..,..,..,..
2017,Dominica,..,..,..,..,..,..,5,232,..,..,30,5,..,..,7,..,..,76,..,..,..,..,..,..,..,..,..,..,43,..,..,..,..,..,..,..,90,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,17,..,..,..,..,17,..,..,..,..,..,26,..,..,..,..,85,707,..,..,..,..,12,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,43,..,..,..,..,..,..,..,..,76,..,..,..,..,..,..,5,..,..,..,..,30,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,37,140,..,55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,5,..,..,..,..,..,..,..,124,..,..,..,..,..,..,..,..,306,..,242,..,..,..,..,26,..,..,..,..,..,..
2017,Dominican Republic,..,..,..,..,..,..,13,85,481,..,63,13,76,..,10,3,..,..,..,101,..,..,2,..,71,..,..,332,36,..,31,..,3,3,60,12,545,..,..,51,..,..,287,666,..,..,"1,820",..,..,6,147,..,..,"1,752",..,..,14,..,..,10,..,8,..,289,..,143,..,..,..,..,..,..,..,17,823,..,..,..,..,..,569,..,..,18,..,..,23,..,201,..,..,6,"128,130",..,225,6,..,24,..,6,8,13,..,18,"1,116",36,174,..,5,..,..,..,..,..,..,50,..,..,..,..,..,..,..,..,11,..,..,12,..,10,..,..,..,733,..,..,..,..,..,8,..,..,..,..,..,213,..,..,169,..,5,..,..,23,..,20,..,371,..,12,571,24,15,42,"2,868",..,249,6,..,24,290,..,51,56,..,26,..,..,..,..,3,..,40,..,..,..,..,..,..,..,..,7,..,"2,817",..,7,..,11,..,31,363,10,..,11,..,..,..,..,..,10,..,10,..,20,..,..,52,..,231,..,"12,592",37,92,..,..,"2,791",..,6,..,..,..,..
