Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C�te d'Ivoire,Croatia,Cuba,Cura�ao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R�union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2017,Southern Europe,"13,387","958,073","80,949",..,"6,468","164,525",10,51,"332,036","25,218",..,"55,895","43,545","1,926",174,128,"119,831",103,"39,681","101,562",64,"3,054",7,36,"168,364","883,805",53,"345,516",..,54,"268,543","13,101","1,265","71,363","1,466","17,430","57,910",..,..,821,714,1,"68,467","378,654",134,"2,030","392,161",108,"7,446",..,"4,944","29,238","382,994","168,532",..,"22,517","25,889",408,"9,735","16,909",149,"1,335","202,203","510,923","145,625","22,097","19,981","14,898","3,580","37,541",..,..,76,"16,631","469,225",..,9,"2,395","18,885","104,364","618,684","67,871",4,"55,269",100,644,..,..,"9,712","18,505","35,146",197,"1,500",181,"44,147","27,864","1,853","192,185","6,100","22,902","9,895","21,421",4,"8,109","137,530","4,546","15,587","6,449","33,331","5,994",5,"17,608","2,234",505,"7,959","12,895",54,"2,925","40,019",507,"23,205","10,694","3,081",723,"1,391",43,"22,135","2,464",5,..,"9,464","9,946",..,"58,782",133,"1,926","1,045","92,802",76,"1,147,926","73,642",559,230,2,"5,563","70,561",..,"2,713","22,238","1,431","91,260",..,..,"19,647",122,"174,272",191,"5,513",65,"62,297","305,376","198,999","203,601","131,208",..,"1,313","9,371","217,390",..,"1,765,967","228,179","3,741",15,5,67,..,26,509,"1,983","18,504","2,283","138,994","147,981","25,595","2,659","1,234",..,"24,074","39,768",4,"14,622","27,213",..,"72,594","88,573","1,589","5,551",278,662,"34,709","291,109","20,676",386,"139,972","12,926","2,276","5,842",..,21,409,"113,531","80,870",550,..,50,"1,368","387,890","2,875","438,175","2,458","136,042",..,"83,125","12,269",92,"237,575","7,315",..,343,435,"1,386","2,888"
2017,Albania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,913,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"31,871",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,973",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,538,..,..,..,..,..,..,..,"1,978",..,..,..,..,..,..,..,..,"2,393",..,..,..,..,..,..,..,..,..,..,..
2017,Andorra,..,..,..,..,..,..,..,..,624,..,..,59,..,..,..,..,..,..,..,196,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,670",..,..,..,..,..,310,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,419,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,430,..,..,..,..,..,223,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,389,..,"10,739",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"19,939",..,..,..,..,..,44,73,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,963,..,96,..,93,..,..,..,..,..,..,..,..,..
2017,Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,201,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"12,287",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167,..,..,..,..,..,532,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153,..,..,..,..,..,..,..,..,111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,229",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,390,170,..,..,..,..,..,..,..,..,..,..,..,"9,831",..,..,..,..,"3,259","1,886",..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,961",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Croatia,..,168,54,..,..,..,..,..,194,..,..,"1,552","5,011",..,..,..,..,..,91,365,..,..,..,..,31,"394,146",..,187,..,..,296,..,..,..,..,..,977,..,..,..,..,..,122,434,..,..,43,..,..,..,..,..,..,..,..,..,923,..,..,99,..,..,..,..,240,..,..,..,19,..,..,..,..,37,"1,713",..,..,..,..,..,"32,879",..,..,143,..,..,..,..,..,..,..,..,..,..,..,"1,016",..,65,26,46,79,51,..,53,"3,056",..,54,66,65,..,..,..,..,..,26,63,..,..,146,..,25,30,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,"6,017",..,28,..,..,..,..,..,787,..,112,..,..,28,..,..,110,..,..,..,..,..,..,83,73,717,48,..,..,26,110,..,485,"1,276",..,..,..,..,..,..,..,..,..,..,..,"49,828",..,..,..,..,626,"19,068",..,..,197,..,183,..,41,64,..,..,611,"2,929",175,..,"9,788",..,..,..,..,..,..,..,83,..,..,..,..,737,..,652,..,"1,573",..,..,..,..,53,..,..,..,..,44,..
2017,Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,003",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,088",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,717",..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Greece,"6,216","429,428","1,082",..,3,8,10,28,629,"14,028",..,"19,857","2,212",497,22,22,"9,634",10,"1,430","5,031",4,7,7,1,22,432,7,"2,175",..,..,"71,571",77,130,13,21,453,"12,382",..,..,385,18,1,360,"3,334",..,..,391,71,"1,388",..,37,112,421,345,..,"21,215","4,349",33,205,884,38,18,555,82,"27,754",49,..,274,126,"2,376",..,..,..,757,"6,573",..,9,7,49,"81,876","112,270",586,4,..,2,1,..,..,29,178,..,10,37,..,49,"1,696",53,"9,967",434,"1,870","3,584",579,4,699,"6,188",11,499,798,"26,492",445,..,137,538,40,345,"2,014",..,30,629,9,535,136,127,..,61,2,28,88,..,..,115,37,..,388,..,44,7,..,76,"2,038",63,19,7,..,49,"3,678",..,482,157,23,"2,805",..,..,507,4,"30,727",184,154,3,77,285,"8,316","15,380",319,..,"1,083",207,"9,866",..,"45,355","53,209",95,3,1,..,..,6,440,..,6,418,628,"4,302",23,171,80,..,847,127,..,728,"6,784",..,"1,159",872,982,"1,821",8,21,"5,320","3,630","6,916",95,"2,129",371,213,13,..,..,17,624,"32,881",113,..,10,137,"19,104",84,"17,358",387,"22,939",..,110,"8,059",69,"1,007",206,..,..,26,234,412
2017,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Italy,"6,683","455,468","22,866",..,132,"1,901",..,23,"74,470","1,278",..,"20,199","16,618",721,94,50,"98,743",50,"32,952","47,209",24,"2,611",..,35,"15,974","11,301",44,"106,040",..,32,"58,705","11,862","1,024","6,268","1,345","11,658","25,989",..,..,242,572,..,"12,645","203,959",..,..,"40,227",37,"3,444",..,"1,534","26,004","25,143","34,057",..,661,"10,586",127,"6,194","3,294",90,342,"43,012","89,882","110,398","12,683",123,"13,832","1,406","30,935",..,..,44,"2,876","136,767",..,..,390,"1,541","12,441","223,883","47,366",..,"17,711",..,16,..,..,"2,172","3,967",795,75,715,181,"2,363","13,115",210,"138,802","3,214","14,686","3,957","3,692",..,"3,951",..,352,"8,430","3,043","3,918","3,705",5,552,"1,349",264,"3,256","7,210",31,"2,041","36,859",134,"5,745","4,883","2,423",174,623,34,"4,250","1,961",5,..,688,"9,666",..,"8,982",13,"1,645",279,"2,325",..,"432,718",872,448,94,2,"1,806","13,263",..,916,"1,195","1,078","57,248",..,..,"2,015",52,"86,283",7,"1,038",32,"2,682","118,079","145,980","120,728","6,527",..,81,"4,000","169,753",..,"1,039,584","82,170",791,..,4,22,..,20,69,"1,946",75,978,"86,307","46,382",995,"1,401",576,..,"11,189","4,781",4,"11,759","5,756",..,"32,388","86,589",397,"2,965",50,36,"6,523","201,656","6,164",189,"74,317","10,039",80,"5,242",..,21,169,"109,565","20,851",209,..,6,984,"236,420",376,"72,234","1,632","55,640",..,"7,631","2,553",23,"49,831","5,350",..,..,267,889,896
2017,Malta,..,96,65,..,..,..,..,..,12,34,..,"5,423",138,..,..,..,18,..,35,208,..,..,..,..,..,204,..,120,..,..,"1,132",..,..,..,..,..,"2,203",..,..,..,..,..,..,447,..,..,..,..,..,..,..,..,91,..,..,55,101,..,..,164,..,..,..,..,586,..,..,654,..,429,..,..,..,98,538,..,..,..,..,50,"1,231",84,..,96,..,..,..,..,..,..,..,..,..,..,..,180,..,329,27,37,103,341,..,13,"1,956",..,56,49,..,40,..,71,..,..,96,80,..,..,"1,003",..,55,..,..,..,49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,279,..,..,..,..,..,532,..,53,..,46,426,..,..,82,..,228,..,..,..,..,34,599,311,71,..,..,..,42,..,848,"1,188",..,..,..,..,..,..,..,..,..,33,..,690,..,..,38,..,127,26,..,"1,298",217,..,188,21,66,293,..,..,582,129,329,..,37,134,..,..,..,..,16,403,287,..,..,..,..,360,32,"12,928",..,"1,505",..,..,24,..,..,..,..,..,..,..,45
2017,Montenegro,..,"2,368",..,..,..,..,..,..,..,..,..,117,221,..,..,..,..,..,..,..,..,..,..,..,..,"29,462",..,..,..,..,67,..,..,..,..,..,59,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"14,055",..,..,..,103,..,..,83,..,..,..,..,..,..,..,..,..,..,..,..,..,..,383,..,..,..,..,..,"1,613",..,..,48,..,..,..,..,..,..,..,..,..,..,..,40,..,..,..,..,..,..,..,..,179,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,..,..,..,..,..,..,91,795,..,..,..,..,..,..,..,..,..,..,..,"14,992",..,..,..,..,48,"1,390",..,..,..,..,..,..,..,..,..,..,129,182,..,..,"2,852",..,..,..,..,..,..,..,75,..,..,..,..,121,..,88,..,272,..,..,..,..,..,..,..,..,..,..,..
2017,Portugal,..,50,234,..,378,"159,028",..,..,"1,343",101,..,"1,223",512,66,..,..,"1,496",..,962,"3,481",..,33,..,..,216,42,..,"136,631",..,..,"5,271",..,..,"60,590",..,74,"7,404",..,..,..,..,..,197,"10,646",134,"2,030",655,..,482,..,..,132,82,"1,649",..,29,251,74,"1,848",402,..,..,67,454,427,86,224,..,130,30,..,..,..,339,"92,406",..,..,576,116,"1,089","27,383",195,..,189,..,..,..,..,30,"4,579","28,927",..,..,..,..,405,28,"7,947",251,206,42,"1,588",..,345,"2,774",26,314,28,887,102,..,..,..,..,209,74,..,28,28,205,370,"3,995",26,465,49,..,115,43,..,..,40,..,..,268,..,..,..,78,..,"2,002","71,476",..,..,..,539,"4,030",..,44,..,..,269,..,..,336,..,"1,969",..,35,..,53,290,482,991,..,..,..,131,"20,076",..,"23,167","5,774",..,..,..,..,..,..,..,..,"18,233",..,"2,114",51,..,53,28,..,93,55,..,..,"11,224",..,"16,124",26,..,..,..,588,817,"16,470",26,..,276,276,"1,747",75,..,..,..,139,301,..,..,..,27,"47,360",..,"18,709",69,"7,080",..,228,894,..,"24,603",53,..,..,..,..,"1,165"
2017,San Marino,..,35,..,..,..,..,..,..,82,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,563",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,..,..,..,..,..,..,129,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Serbia,..,463,52,..,..,..,..,..,48,156,..,670,"6,950",..,..,..,..,..,133,215,..,..,..,..,..,"333,687",..,84,..,..,"1,126",..,..,..,..,..,607,..,..,..,..,..,..,"1,750",..,..,..,..,..,..,..,..,"281,304",28,..,171,510,..,..,181,..,..,..,..,76,..,..,..,..,..,..,..,..,33,"5,351",..,..,..,..,47,"15,972",28,..,907,..,..,..,..,..,..,..,..,..,..,..,"1,787",..,292,31,64,174,51,..,108,"1,909",..,38,98,96,..,..,66,..,..,..,44,..,..,371,..,27,89,..,..,..,..,..,52,..,..,..,..,..,25,..,..,..,"70,735",..,32,..,..,..,..,..,746,..,23,..,..,..,..,..,137,..,..,..,..,..,..,48,42,659,38,..,..,25,228,..,"3,582","2,923",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,472,"10,855",..,..,140,..,156,..,75,..,..,..,"1,182","2,836",122,..,"46,416",..,..,..,..,..,..,39,385,28,..,..,..,"1,265",23,642,..,"1,277",..,..,79,..,36,..,..,..,..,56,27
2017,Slovenia,26,126,27,..,..,2,..,..,404,15,..,359,"2,755",21,..,..,11,..,156,309,2,2,..,..,12,"103,663",2,123,..,..,"1,224",5,3,5,5,18,389,..,..,31,1,..,31,894,..,..,43,..,8,..,3,4,"46,477",75,..,17,384,58,7,52,..,..,176,161,10,..,112,..,7,23,..,..,..,15,"16,005",..,..,"1,142",1,18,25,"7,455",..,52,98,..,..,..,..,1,5,..,19,..,10,6,430,10,162,50,110,53,..,55,33,"3,873",10,85,59,133,..,"16,295",11,12,3,38,23,..,8,43,10,38,39,19,2,7,..,6,..,..,9,..,..,8,..,..,337,4,..,"2,876",23,5,2,..,4,15,..,..,332,2,..,..,..,291,15,1,..,..,..,..,2,55,133,371,..,58,754,69,..,1,418,"2,570",12,..,..,..,..,..,..,..,1,15,5,"24,537",..,5,..,11,..,..,563,40,..,369,432,28,16,..,17,..,328,978,18,26,3,236,..,..,..,..,2,65,140,..,..,7,5,"2,031",12,7,575,..,725,12,..,45,57,..,343,2,14,5
2017,Spain,462,"1,947","56,569",..,"5,955","3,586",..,..,"254,230","9,606",..,"6,436","8,927",621,58,56,"9,929",43,"3,922","44,548",34,401,..,..,"152,109","2,139",..,"100,128",..,22,"128,078","1,157",108,"4,487",95,"5,227","6,987",..,..,163,123,..,"54,916","157,190",..,..,"350,802",..,"2,124",..,"3,370","2,986","1,699","132,378",..,369,"8,629",116,"1,481","11,648",21,975,"158,393","420,344","4,167","9,279","19,522",138,"1,892","3,748",..,..,32,"12,476","205,624",..,..,280,"17,178","8,843","202,544","12,157",..,"4,019",..,627,..,..,"7,481","9,780","5,419",112,729,..,"41,725","9,385","1,132","34,773","1,955","5,943","1,846","15,066",..,"2,885","107,332",284,"6,186","2,282","1,814","1,569",..,487,336,189,"4,024","3,372",..,826,975,116,"16,438","1,438",466,65,607,..,"17,742",314,..,..,"8,612",243,..,"49,074",120,237,422,168,..,"706,520","1,208",87,127,..,"3,165","47,154",..,"1,083","20,554",282,"30,484",..,..,"16,169",51,"55,064",..,"4,286",30,"59,485","186,555","43,063","64,469","113,095",..,91,"4,228","17,246",..,"652,312","80,007",285,..,..,45,..,..,..,37,190,853,"49,930","3,937",40,"1,034",507,..,"7,366","1,324",..,274,"2,855",..,..,633,..,392,220,..,"19,501","62,876","5,966",84,632,"2,103",..,512,..,..,207,"2,759","4,006",60,..,34,213,"82,392",329,"308,872",363,"42,692",..,"74,338",648,..,"162,000","1,649",..,..,140,149,338
2017,TFYR Macedonia,..,"67,924",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,729",..,..,..,..,"1,073",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,435",..,..,..,53,..,..,..,..,..,..,..,"1,967",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,233,..,..,..,..,..,..,..,..,..,..,..,81,..,..,..,..,..,..,..,..,37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,246",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,23,215,..,..,..,..,..,..,..,..,..,..,..,"17,963",..,..,..,..,36,256,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"19,958",..,..,..,..,64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Western Europe,"166,425","36,795","1,501,581",2,"1,054","36,919",33,220,"46,864","42,900","4,282","45,645","353,684","26,809",267,649,"20,500",286,"34,150","290,491",118,"24,431",172,629,"13,959","450,935",411,"202,451",..,763,"186,328","12,223","7,667","39,363","71,825","121,057","75,615","4,778",..,"17,402","8,460",..,"44,786","331,078",831,34,"81,103","37,221","78,291",4,"4,787","102,242","288,995","25,890",502,"4,768","634,824","6,796","120,309","50,352","7,386","7,207","39,502","24,165","93,452","3,852",521,"32,700","16,149","50,765",5,..,327,"35,888","544,767",..,..,"21,350","8,758","37,270","1,052,786","61,147",105,"277,527",12,112,..,1,"7,568","43,771","3,855","7,409","80,833",..,"3,311","271,665","3,915","189,006","163,359","224,659","183,009","37,915",12,"38,396","1,339,376","5,050","77,887","17,251","1,029,291","25,364",8,"2,930","87,285","48,484","41,706","142,122",306,"5,893","9,677","3,350","62,502","43,750","126,442",611,"16,101",83,"79,292","2,727",..,..,"19,502","49,334",..,"45,308",3,"25,734","5,133","37,612",5,"1,348,640","3,430","4,373","1,008",1,"10,478","381,523",..,"12,114","3,651","8,205","56,044",..,..,"21,137",954,"101,845",1,"2,184",502,"7,833","48,047","118,689","2,328,166","1,194,854",57,444,"62,460","34,341",..,"827,033","1,278,892","13,877",4,80,"4,964",..,107,47,244,464,"10,394","129,365","591,985","1,008","10,130","11,559","23,421","96,574","68,093",17,"45,314","50,548",..,"563,309","151,921","1,882","10,584","217,152",243,"56,998","222,471","97,518","29,948","94,025","140,598",11,"44,418",..,103,"2,357","461,115","2,504,533","7,125",7,15,"6,477","300,344","2,652","442,094","3,536","289,045",..,"8,764","47,028",757,"25,325","273,358",..,16,"4,650","3,042","3,780"
2017,Austria,"19,179","3,465","1,420",..,2,375,..,7,"1,677","3,359",..,"2,741",..,"1,184",24,23,"3,013",23,"1,835","2,835",45,88,20,26,560,"170,864",27,"5,710",..,6,"17,324",133,106,45,"1,054",720,"2,804",..,..,31,13,..,"1,385","19,505",309,18,"1,728",..,503,..,197,234,"44,053",967,..,357,"60,561","3,095",770,"1,561",7,56,"3,441",728,"16,397",74,11,114,409,"1,405",..,..,19,"1,759","9,871",..,..,26,691,"3,651","246,340","2,724",..,"4,408",..,16,..,1,409,333,74,20,69,..,107,"48,967",207,"14,949","1,336","17,062","6,082","1,084",..,"2,821","32,746",229,"3,270",824,"1,214","1,081",..,278,713,136,887,"2,027",4,301,505,416,"1,000",840,82,41,531,9,109,118,..,..,36,125,..,"1,664",1,26,"1,986","24,052",..,"2,120",73,78,201,1,647,"9,333",..,487,229,34,"9,343",..,..,"1,063",34,"5,301",1,68,66,252,"1,858","15,258","72,666","1,897",6,27,..,"1,959",..,"77,376","34,105",232,..,2,15,..,11,4,1,2,525,368,"214,925",48,294,314,..,"29,919","19,719",15,"1,337","3,074",..,"4,539","1,080",305,699,22,25,"3,910","17,400","10,967",312,"24,139","6,171",..,241,..,7,77,"4,063","203,550",154,..,13,301,"9,064",193,"12,127",172,"12,172",..,310,830,7,"1,007","3,682",..,..,104,124,328
2017,Belgium,"2,311","4,389","10,130",..,..,"2,747",..,..,531,"5,822",..,803,"2,878",756,2,2,"1,074",6,"1,597",..,..,576,..,114,339,"1,929",11,"5,901",..,..,"14,850",591,"2,016",183,260,"8,277","3,141",..,..,120,189,..,"1,088","9,776",..,..,"1,629",..,750,..,115,"2,244",910,679,..,351,"2,947",19,"20,359","3,389",497,30,745,"2,954","1,392",107,20,130,787,835,..,..,8,"3,406","158,122",..,..,328,232,"1,887","44,451","3,540",..,"16,685",..,..,..,..,147,"4,598",53,19,277,..,66,"4,252",215,"7,811","1,391","5,057","3,730","4,087",..,"1,605","186,116",129,"5,121",386,"2,365",559,..,10,"1,279",131,"1,079","2,074",12,430,192,17,"1,592","4,975",493,30,408,2,372,385,..,..,968,734,..,"1,064",..,8,431,144,..,"92,399",43,91,12,..,"1,605","150,578",..,264,62,"1,156","2,919",..,..,"1,462",11,"4,314",..,50,1,149,"1,144","3,510","48,584","37,305",..,..,790,"1,027",..,"29,749","14,447","3,771",..,..,..,..,..,..,21,10,46,"1,594","2,520",19,737,207,..,"4,580",862,..,883,901,..,"51,005",705,379,458,279,..,"4,990","2,360","2,039",69,"3,709","3,557",..,"2,593",..,..,..,"4,470","44,597",14,..,..,271,"3,397",..,"28,234",235,"12,779",..,88,"1,690",..,444,"1,315",..,..,59,134,144
